民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,初設原因,人數
112,,12,淡水區,9歲,9,9,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,9歲,9,9,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,9歲,9,9,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,10歲,10,10,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,女,大陸地區人民核准定居,1
112,,12,淡水區,10歲,10,10,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,10歲,10,10,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,10歲,10,10,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,11歲,11,11,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,11歲,11,11,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,11歲,11,11,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,12歲,12,12,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,12歲,12,12,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,12歲,12,12,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,13歲,13,13,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,13歲,13,13,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,13歲,13,13,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,14歲,14,14,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,14歲,14,14,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,14歲,14,14,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,15歲,15,15,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,15歲,15,15,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,15歲,15,15,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,16歲,16,16,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,16歲,16,16,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,16歲,16,16,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,17歲,17,17,不相關,0.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,女,其他國籍人民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,女,大陸地區人民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,女,港澳居民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,17歲,17,17,不相關,0.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,男,其他國籍人民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,男,大陸地區人民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,男,港澳居民核准定居,0
112,,12,淡水區,17歲,17,17,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,18歲,18,18,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,19歲,19,19,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,20歲,20,20,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,21歲,21,21,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,22歲,22,22,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,23歲,23,23,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,24歲,24,24,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,女,東南亞籍人民核准定居,1
112,,12,淡水區,25歲,25,25,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,男,其他國籍人民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,男,大陸地區人民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,男,港澳居民核准定居,0
112,,12,淡水區,25歲,25,25,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,女,其他國籍人民核准定居,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,女,大陸地區人民核准定居,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,女,港澳居民核准定居,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,12,淡水區,26歲,26,26,完全落入,1.0,男,中華民國國民入境核准定居,0
