民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,初設原因,人數
112,,14,瑞芳區,2歲,2,2,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,2歲,2,2,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,2歲,2,2,不相關,0.0,男,中華民國國民入境核准定居,3
112,,14,瑞芳區,2歲,2,2,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,2歲,2,2,不相關,0.0,男,大陸地區人民核准定居,1
112,,14,瑞芳區,2歲,2,2,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,2歲,2,2,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,2歲,2,2,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,女,中華民國國民入境核准定居,2
112,,14,瑞芳區,3歲,3,3,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,男,中華民國國民入境核准定居,5
112,,14,瑞芳區,3歲,3,3,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,男,大陸地區人民核准定居,2
112,,14,瑞芳區,3歲,3,3,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,3歲,3,3,不相關,0.0,男,港澳居民核准定居,1
112,,14,瑞芳區,3歲,3,3,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,女,中華民國國民入境核准定居,1
112,,14,瑞芳區,4歲,4,4,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,女,大陸地區人民核准定居,1
112,,14,瑞芳區,4歲,4,4,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,男,中華民國國民入境核准定居,1
112,,14,瑞芳區,4歲,4,4,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,4歲,4,4,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,5歲,5,5,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,6歲,6,6,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,女,中華民國國民入境核准定居,1
112,,14,瑞芳區,7歲,7,7,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,7歲,7,7,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,8歲,8,8,不相關,0.0,男,港澳居民核准定居,1
112,,14,瑞芳區,8歲,8,8,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,女,中華民國國民入境核准定居,1
112,,14,瑞芳區,9歲,9,9,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,男,中華民國國民入境核准定居,1
112,,14,瑞芳區,9歲,9,9,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,男,大陸地區人民核准定居,1
112,,14,瑞芳區,9歲,9,9,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,9歲,9,9,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,男,大陸地區人民核准定居,1
112,,14,瑞芳區,10歲,10,10,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,10歲,10,10,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,女,中華民國國民入境核准定居,1
112,,14,瑞芳區,11歲,11,11,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,女,大陸地區人民核准定居,1
112,,14,瑞芳區,11歲,11,11,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,11歲,11,11,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,女,大陸地區人民核准定居,1
112,,14,瑞芳區,12歲,12,12,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,12歲,12,12,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,女,中華民國國民入境核准定居,1
112,,14,瑞芳區,13歲,13,13,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,女,大陸地區人民核准定居,1
112,,14,瑞芳區,13歲,13,13,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,13歲,13,13,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,14歲,14,14,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,15歲,15,15,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,女,中華民國國民入境核准定居,1
112,,14,瑞芳區,16歲,16,16,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,16歲,16,16,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,女,港澳居民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,男,港澳居民核准定居,0
112,,14,瑞芳區,17歲,17,17,不相關,0.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,18歲,18,18,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,19歲,19,19,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,男,大陸地區人民核准定居,1
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,20歲,20,20,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,女,東南亞籍人民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,21歲,21,21,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,女,東南亞籍人民核准定居,1
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,22歲,22,22,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,女,東南亞籍人民核准定居,3
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,23歲,23,23,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,女,東南亞籍人民核准定居,2
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,女,港澳居民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,女,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,男,中華民國國民入境核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,男,其他國籍人民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,男,大陸地區人民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,男,東南亞籍人民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,男,港澳居民核准定居,0
112,,14,瑞芳區,24歲,24,24,完全落入,1.0,男,臺灣地區逾12歲未辦出生登記,0
112,,14,瑞芳區,25歲,25,25,完全落入,1.0,女,中華民國國民入境核准定居,0
112,,14,瑞芳區,25歲,25,25,完全落入,1.0,女,其他國籍人民核准定居,0
112,,14,瑞芳區,25歲,25,25,完全落入,1.0,女,大陸地區人民核准定居,0
112,,14,瑞芳區,25歲,25,25,完全落入,1.0,女,東南亞籍人民核准定居,1
112,,14,瑞芳區,25歲,25,25,完全落入,1.0,女,港澳居民核准定居,0
